title,label,Prediction
Exclusive: Cambodian opposition leader calls for sanctions on leadership,0,0
Germany: Rule of law must hold in Spain,0,0
Independence or bust: Catalan leader boxed in by his own angry base,0,0
Pro-independence parties want Catalan parliament to discuss independence on Monday: report,0,0
Trump praises response to Puerto Rico says crisis straining budget,0,0
Europe will do everything to preserve Iran nuclear deal: EU diplomat,0,0
Scooter fire in western Paris triggers Jordan explosion scare,0,0
Mongolia names biker enthusiast PM kick-starting IMF rescue package,0,0
U.N. experts on women and children s rights decry Myanmar atrocities,0,0
Spain s King condemns Catalan leaders as thousands take to streets,0,0
Spain s high court calls head of Catalan police to testify,0,0
Bomb blast in southeast Turkey kills four soldiers wounds four: governor,0,0
Majority of Germans want Merkel s conservatives FDP Greens to form govt,0,0
Trump Japan PM Abe to hold phone talks Wednesday: source,0,0
Rohingya refugees scoff at Myanmar s assurances on going home,0,0
Mattis says will try to work with Pakistan one more time ,0,0
Trump says Puerto Rico s debt will have to be wiped out,0,0
White House to request $29 billion for hurricane relief,0,0
Bombardier dispute risks Northern Irish peace Ireland to tell U.S.,0,0
Death toll in Puerto Rico from Hurricane Maria more than doubles to 34,0,0
Somali man charged in Canada attack was ordered deported from U.S.,0,0
UK Prince Charles s tour of southeast Asia leaves out Myanmar,0,0
U.S. expels 15 Cuban diplomats fuelling tensions with Havana,0,0
Defense Secretary Mattis suggests sticking with Iran nuclear deal,0,0
White House finalizing $29 billion request for disaster aid: AP,0,0
Saudi Arabia names Nabeel al-Amudi transport minister,0,0
France to lead investigation into A380 engine explosion,0,0
Storms to challenge Puerto Rico Virgin Islands credit quality: Moody s,0,0
Puigdemont says Catalonia to declare independence in matter of days : BBC,0,0
Greece overcomes forestry setback to develop Athens coastal resort,0,0
Trying to reset agenda UK s May sets out to tackle social injustice,0,0
Draft U.N. blacklist names Saudi coalition for killing children in Yemen,0,0
Boris Johnson gives PM May advice on Brexit while parading loyalty,0,0
EU parliament mauls UK s Brexit progress May urged to sack Boris ,0,0
Russia threatens retaliation over U.S. break-in at consulate,0,0
France backs tough anti-terrorism bill after wave of attacks,0,0
Trump says Puerto Rico has thrown budget out of whack ,0,0
House Speaker Ryan expects more emergency relief for hurricanes: Fox,0,0
Sen. McConnell says expects Puerto Rico funding request by mid-October,0,0
Democratic Senator Schumer to Trump: Stop blaming Puerto Ricans,0,0
Cuba decries U.S. expulsion of 15 diplomats,0,0
U.S. denies breaking into Russian diplomatic apartments in San Francisco,0,0
Dutch defense minister resigns over peacekeepers deaths in Mali,0,0
Spain s King Felipe says committed to Spanish unity amid Catalan crisis,0,0
Mattis says Iran fundamentally in compliance with nuclear deal,0,0
Turkey should follow West s lead on rights: author Orhan Pamuk,0,0
Poles dressed in black march in defense of women s rights,0,0
Vatican vows to seek truth about diplomat in child pornography case,0,0
UK PM May says Brexit will not mean a hard border with Ireland,0,0
Macron fights president of the rich tag after ending wealth tax,0,0
Law to let Museveni extend rule brought to Ugandan parliament,0,0
Iranian foreign minister urges regional cooperation after returning from Oman Qatar,0,0
Balkan leaders back Serbia s bid to join European Union,0,0
Iraq steps up retaliation against Kurdish independence vote with dollar ban,0,0
EU s diplomatic back channel in Pyongyang goes cold,0,0
Mattis plays down split between Trump Tillerson on North Korea,0,0
EU talks going well but there s too much gloom: UK s foreign minister,0,0
Saudi king heads to Russia with oil investment and Syria on agenda,0,0
Trade in focus at hearing for Trump s nominee as ambassador to India,0,0
Joy and relief greet Puerto Rico fuel deliveries after hurricane,0,0
French union rank and file urge their bosses to put pressure on Macron,0,0
Iraqi Kurds face more sanctions after calling elections,0,0
Austria s Social Democrats urge Facebook to unmask people behind smear campaign,0,0
Uzbekistan releases dissident arrests another,0,0
Palestinian cabinet convenes in Gaza in move to reconcile with Hamas,0,0
Kurdish rebel leader Talabani sought Iraqi unity as president,0,0
U.S. to decide soon on future of Taliban office in Qatar,0,0
Spanish court grants U.S. extradition for Russian hacking suspect,0,0
Tensions talks courts: three scenarios for Spain-Catalonia stand-off,0,0
Serbia accuses world of double standards over Catalonia and Kosovo,0,0
Islamic State releases video it says shows two Russians captured in Syria,0,0
Russian military denies report IS captured Russian soldiers in Syria: Ifax,0,0
Refugees health problems in Greece mostly unmet: medical charity,0,0
Turkey seeks to isolate Syria Idlib jihadists opposing truce,0,0
Five detained over wired explosives found in posh Paris neighborhood,0,0
Indian tycoon Mallya appears in UK court on new money-laundering accusations,0,0
Kurdish leader and ex-Iraqi president Jalal Talabani dies: state TV,0,0
Opposition leader s deputy flees Cambodia fearing for safety,0,0
Britain is ready to walk away with no deal on Brexit Davis says,0,0
Grenades thrown at homes of Ugandan MPs opposed to extending president s rule,0,0
U.N. says 78 000 civilians could be trapped in Iraq s Hawija,0,0
Israel sees Assad winning Syria war urges more U.S. involvement,0,0
Britain to limit acid sales after steep rise in assaults,0,0
Iraq parliament votes to halt transactions with Kurdistan: state TV,0,0
U.S. calls on Russia to release Crimean dissident: State Dept,0,0
Skirting Kurdish issue France says Iraq s Abadi Paris visit to boost ties,0,0
Pakistani activist targeted by blast vows to maintain effort to rein in Taliban,0,0
New walls now divide Germany president says,0,0
Young migrants face more dangers after reaching Italy,0,1
Factbox: Main elements in France s counter-terrorism bill,0,0
Sinn Fein eyes Northern Ireland power-sharing deal by end October,0,0
University of Nairobi closed as anger rises over police brutality,0,0
Four killed as militants attack airport security camp in Indian-controlled Kashmir,0,0
In latest twist in Japan election drama Tokyo s Koike says won t seek seat,0,0
Belgium withdraws residence permit of Salafist Saudi imam,0,0
Japan accepts 3 refugees in first half of 2017 despite record asylum seekers,0,0
Kremlin tells supporters of detained critic Navalny to shun illegal protests,0,0
Report on MH370 finds initially similar route on pilot s flight simulator,0,0
Islamic State claims attack on Damascus police station,0,0
Catalan leader calls for international mediation in Madrid stand-off,0,0
Catalans should be allowed to determine their own future-Scottish govt,0,0
Pakistan s ousted PM Sharif back with full force as party chief,0,0
Philippine police chief says won t stop cops from seeking church sanctuary,0,0
Britain s May says does not set red lines for ministers behavior,0,0
More than half of eligible Australians have so far voted in same-sex marriage ballot,0,0
Australia to fit warships with anti-missile defense systems,0,0
Top Myanmar official says young democracy facing challenges,0,0
Palestinian prime minister visits Gaza in move to reconcile with Hamas,0,0
U.S. Supreme Court rejects New Zealand-based internet mogul s appeal,0,0
Venezuela s Maduro approval rises to 23 percent after Trump sanctions: poll,0,0
Brazil s largest ever corruption probe nearing its end judge says,0,0
Ecuador judge orders arrest of vice president in Odebrecht probe,0,1
No-one can wreck our democracy Schaueble tells Germans,0,0
Civilians among dozens of casualties from clashes in Libyan smuggling hub,0,0
Agencies dither over who leads A380 engine explosion probe,0,0
Egypt arrests dozens in crackdown on gays,0,0
U.S. travel restrictions jeopardize rare exchanges with North Koreans,0,0
Trial of alleged ringleader of Benghazi attack begins in Washington,0,0
Canada defends refugee system as Somali immigrant charged in attack,0,0
At least 17 killed in Cameroon separatist clashes: Amnesty,0,0
State crackdown fuels independence push in Anglophone Cameroon,0,0
As sanctions bite North Korean workers leave Chinese border hub,0,0
Two women deny murdering North Korean leader s half-brother,0,0
Russian firm provides new internet connection to North Korea,0,0
U.S. will only talk to North Korea about freeing U.S. citizens: White House,0,0
Cambodia s detained opposition leader denies treason charges,0,0
London s East Croydon station to reopen after security check: police,0,0
Spain s Rajoy wants to work with other parties on Catalan question,0,0
Explosion wounds five Bahraini policemen: agency,0,0
Pakistan s ruling party nominates ousted PM Sharif to lead it,0,0
In rare official appearance Oman s ruler meets Iranian minister,0,0
Kremlin critic Navalny jailed for third time this year,0,0
Post-election critics hope Germany s hate speech law can be revised,0,0
Iran sends tanks to border with Iraq s Kurdish region Kurdish official says,0,0
 Just talk : Belgium offers Spain relationship advice,0,0
Uzbek dissident denies anti-government propaganda charges,0,0
Bangladesh Myanmar agree to draw up plan for refugee repatriation: minister,0,0
Myanmar tells U.N. Rohingya refugees can return from Bangladesh,0,0
U.S. urges EU hopeful Albania to get tough with big fish of crime,0,0
Business as usual for Thai tourism despite royal funeral this month,0,0
Boris and Brexit sour British PM Theresa May s party in Manchester,0,0
Factbox: How Catalan autonomy stacks up against other regions,0,0
Deadly twin suicide attack hits Damascus police station,0,0
Merkel s Bavarian allies insist on conservative unity before coalition talks,0,0
Some German parties reject far-right s candidate for parliamentary post,0,0
Mozambique s President Nyusi to run for re-election promises peace,0,0
Police fire teargas at Kenyan vote protesters,0,0
EU urges Spain to talk to Catalans condemns violence,0,0
Iraqi forces seize air base from Islamic state near Hawija,0,0
Capitalism is the only way UK finance minister says in challenge to Labour,0,0
Islamic State hostages strongholds stand between U.S.-backed forces and Raqqa s capture,0,0
Police order Berlin district evacuation after WW2 bomb find,0,0
Saudi king to start Russia visit on Thursday: state news agency,0,0
U.S. service member killed in Iraq IED blast: Pentagon,0,0
Hungary s opposition Socialists lose PM candidate ahead of 2018 vote,0,0
France s Macron backs Spain s constitutional unity in call to PM Rajoy,0,0
EU s Tusk appealed to Rajoy to avoid escalation in Catalonia,0,0
Saudi women can drive at last but some say price is silence,0,0
Uzbek dissident released from jail still faces charges,0,0
Denmark to send 55 soldiers to Kabul after deadly attack on convoy,0,0
Former leader of Germany s far-right planning to found new party,0,0
UK still hopeful of moving EU talks onto future ties: junior minister,0,0
Run or wait? Tokyo s Koike faces dilemma ahead of Oct. 22 poll,0,0
World Food Programme cuts rations for refugees in Kenya,0,0
Sri Lanka arrests Buddhist monk after protest against Rohingya Muslims,0,0
Most Filipinos believe drug war kills poor people only survey shows,0,0
Islamic State torches oil wells in northern Iraq: officials,0,0
Saudi sovereign fund to develop holy sites in Mecca Medina,0,0
Police questioned suspect in Marseille knife killings prior to attack,0,0
Hard choices for Syrian industrialists in ruins of Aleppo,0,0
Catalan commission to investigate claims of abuse during banned referendum,0,0
Two-thirds of Germans see persistent east-west divisions: poll,0,0
U.N. rights boss seeks probe into Catalonia violence political talks,0,0
Germany s Gabriel calls for talks between Catalonia Spain,0,0
France urges all sides in Cameroon to show restraint after eight killed,0,0
Ranks of world s refugees swell as asylum space shrinks: U.N.,0,0
Air strike kills seven Hezbollah fighters in Syria-sources,0,0
Russian security service says dismantles Islamic State sleeper cell,0,0
Trump to top U.S. diplomat: Don t bother talking to North Korea,0,0
Marseille attack suspect had shown Tunisian passport to police: prosecutor,0,0
Catalonia government says 893 injured in clashes during banned referendum,0,0
Germany on Catalonia independence vote: Separatism doesn t solve problems,0,0
Merkel s conservatives tied with SPD ahead of state vote: poll,0,0
Bangladesh Myanmar agree on working group for refugee plan: minister,0,0
Kyrgyzstan in talks on hosting second Russian military base: PM to agency,0,0
Catalonian vote is matter for Spain Britain urges restraint,0,0
Cambodia s Hun Sen urges arrests of opposition rebels in the city ,0,0
Britain frustrated by slow pace of Brexit talks: finance minister,0,0
Somali refugee faces terror charges in Canada stabbing car attacks,0,0
New Zealand s kingmaker to start talks with both major parties this week,0,0
Egypt s Hasm militants claim attack targeting Myanmar embassy,0,0
Canadian Sikh politician wins race to lead federal New Democrats,0,0
Catalan leader opens door to secession from Spain after vote,0,0
Canadian police say suspect in Edmonton attacks is Somali national,0,0
One eve of Gaza reconciliation Hamas frees Fatah men,0,0
 No rules : Russian activist s death a symbol of pre-election violence,0,0
Catalan government says 90 percent voted to leave Spain,0,0
Argentines march to demand answers on case of missing activist,0,0
From batons to barbecues Catalan vote exposes police divisions,0,0
Catalonia chief opens door to declaration of independence,0,0
Knifeman yelling Allahu Akbar shot dead after killing two in France,0,0
Islamic State claims Marseille knife attack that killed two people,0,0
Over 840 people injured in Catalonia during referendum: Catalonia regional government,0,0
Pro-independence groups unions call for general strike Oct. 3 in Catalonia,0,0
Barca closed soccer stadium to show support for Catalan voters: Bartomeu,0,0
Under pressure PM May says she can steer Britain through Brexit,0,0
There was no independence referendum in Catalonia today: Spain PM,0,0
Venezuela blasts Spain s Rajoy over repression in Catalonia,0,0
Gibraltar very concerned by violence in Catalonia chief minister says,0,0
At least eight dead amid Cameroon Anglophone protests,0,0
Britain worried by violence in Catalonia but says vote was not constitutional: Johnson,0,0
Britain s Boris Johnson says completely loyal to PM May,0,0
Port in Libya s Benghazi reopens after three-year closure due to clashes,0,0
Afghan security forces killed in friendly fire incident,0,0
Chastened Merkel faces pressure to embrace Macron on Europe,0,0
Anti-government chants ring out on anniversary of Ethiopian festival deaths,0,0
Britain will leave EU single market customs union as one nation-minister,0,0
Over 460 people injured in Catalonia during referendum: Barcelona mayor,0,0
Catalan leader accuses Spain of unjustified violence in referendum crackdown,0,0
Pro-business parties try to hem German Greens in with red lines,0,0
World Food Program seeks 75 million dollars for Rohingya crisis,0,0
Soldiers kill six in Cameroon amid secessionist protests: mayor,0,0
Austrian chancellor pledges to get to the bottom of smear campaign,0,0
Turkey no longer needs EU membership but won t quit talks - Erdogan,0,0
Colombia and ELN rebels begin first-ever ceasefire,0,0
First I do as same-sex marriage comes to Germany,0,0
Match North Korea overture with Iran offer Germany tells U.S.,0,0
U.S. directly communicating with North Korea seeks dialogue,0,0
Hezbollah says Israel pushing region to war,0,0
Pope wears refugee ID bracelet in appeal for help for migrants,0,0
Yemen Houthis say have shot down U.S. surveillance drone - state news agency,0,0
Tens of thousands march to defend Hong Kong s rule of law against China,0,0
Thirty-eight injured in police charges in Catalonia say emergency services,0,0
Syrian Observatory: Islamic State captures town from government,0,0
Tunisia rescues 140 migrants off its coast,0,0
Spanish police fire rubber bullets in Barcelona: media,0,0
 I am sorry British PM May says of botched election,0,0
British PM May says foreign minister Johnson supports her Brexit plans,0,0
Italy says to expel North Korea envoy over nuclear missile tests,0,0
Disapproval rating for Japan PM Abe exceeds support: Kyodo poll,0,0
Spain reluctantly forced to act in Catalan vote official says,0,0
Catalan leader casts vote in banned independence referendum,0,0
Police break into voting station where Catalan leader due to vote,0,0
Spanish police seize ballot boxes in Catalan referendum,0,0
Spanish national police deploy near Barcelona voting station: El Pais,0,0
Catalan government says voters may use any polling station in referendum,0,0
Ballot boxes voting papers appear at some polling stations for Catalan referendum,0,0
Polish cut in retirement age comes into force bucking European trend,0,0
Merkel allies fret over former East Germany s rightward shift,0,0
Catalans start to form queues to vote in independence referendum: witnesses,0,0
Convoy of Civil Guard police leave Barcelona port: Reuters witness,0,0
Thailand says closely watching Myanmar crisis ready to provide aid,0,0
U.S. accuses Iran Venezuela of human trafficking failings,0,0
Brazil s Lula extends lead in 2018 vote despite graft conviction: poll,0,0
Catalans prepare to defy Madrid in banned independence vote,0,0
Weak columns extra floors led to Mexico school collapse experts say,0,0
Syrian army allies seize more of Jordanian frontier: report,0,0
Hezbollah says Kurdish vote a step toward wider Mideast partition,0,0
Air France flight with engine damage makes emergency landing in Canada,0,0
Spain says most potential voting stations for Catalan vote closed,0,0
 Not appropriate envoy tells Britain s Boris over Kipling poem in Myanmar,0,0
Top Austrian Social Democrat steps down over election smear campaign,0,0
Thousands of anti-Catalan independence protesters gather in Barcelona,0,0
Iraqi PM presses case for Baghdad to receive Kurdistan oil revenue,0,0
Dozens arrested during neo-Nazi march in Sweden,0,0
Tens of thousands march for abortion rights in Ireland,0,0
Air strikes in Syria s rebel-held Idlib kill 28: Observatory,0,0
U.N. agrees international experts to probe Yemen war crimes,0,0
Kyrgyzstan accuses opposition MP of planning riots coup,0,0
Protesters clash with police at Turin s G7 labor meeting,0,0
Turkey opens military base in Mogadishu to train Somali soldiers,0,0
Saudi authorities pursue Twitter user over women s driving threat,0,0
Congo military plane crashes in Kinshasa killing 12: minister,0,0
U.S. gets warm words from China s Xi ahead of Trump visit,0,0
Turkey s Erdogan says Iraqi Kurdish authorities will pay price for vote,0,0
China says U.S. should respect concerns on Taiwan,0,0
Britain s Boris Johnson wants maximum two-year Brexit transition,0,0
U.S. probing to see if North Korea interested in dialogue: Tillerson,0,0
Tokyo s Koike reaches deal with opposition party ahead of Japan poll,0,0
Turkish police arrest suspect in killing of Syrian activist,0,0
Spanish police occupy Catalan tech hub before banned vote,0,0
Spain seals off more than half schools earmarked for Catalan poll,0,0
Egypt hunting down gays conducting forced anal exams - Amnesty,0,1
Catalans occupy voting stations to defy Madrid s order to stop referendum,0,0
Police to remove people from Catalan voting stations on Sunday: government source,0,0
Kenya watchdog says investigating police over actions at university,0,0
Iranian Iraqi government forces to hold joint border drills - Iran TV,0,0
Moscow denies Ukraine s accusation that it left troops in Belarus,0,0
German police arrest suspect over alleged supermarket extortion attempts,0,0
Macron s invitation to visit France not related to Kurdish referendum - Iraqi PM,0,0
Trump to visit Asia in November North Korea in spotlight,0,0
Afghan Shi ites fear further attacks on Ashura celebrations,0,0
North Korea seen moving missiles from development center: South Korean broadcaster,0,0
Fear driving Cambodian opposition MPs abroad party says,0,0
China s Xi says study capitalism but Marxism remains top,0,0
China s Chongqing vows purge of former leader s vile influence ,0,0
U.S. cuts staff in Cuba over mysterious injuries warns travelers,0,0
Cubans are heartbroken angry can t seek U.S. visas in Havana,0,0
 A better future - Britain s May tries to rally her Conservatives,0,0
Colombia s ELN rebel commander orders ceasefire beginning Sunday,0,0
Cameroon orders Anglophone region total lockdown for three days,0,0
Canada says has no plans to remove embassy staff from Cuba,0,0
Last flight departs as Iraq imposes ban for Kurdish independence vote,0,0
Iraq s Abadi accepts Macron invitation to come to discuss Kurds: Elysee source,0,0
Ugandan special forces accused of ejecting MPs from parliament,0,0
Syrian army and allies secure road after IS attack in Deir al-Zor: Hezbollah,0,0
Iraq plans to take control of Kurdistan region s border in coordination with Iran Turkey,0,0
Putin critic Navalny detained by police before pre-election rally,0,0
About 500 French children in jihadi-held areas of Iraq and Syria: official,0,0
Israeli nuclear whistleblower gets offer to live with wife in Oslo,0,0
Eastern Congo rebels aim to march on Kinshasa: spokesman,0,0
Cuba says U.S. decision to reduce Havana embassy staff is hasty ,0,0
U.S.-led forces acknowledge killing 50 more civilians in Iraq Syria,0,0
Blast hits Afghan capital near Shi ite mosque killing at least one,0,0
U.S. Justice Department Latin American countries charge 3 800 gang members,0,0
More than half of schools in Boko Haram s region are shut UNICEF says,0,0
More than 60 Rohingya feared drowned as U.S. steps up pressure on Myanmar,0,0
Rohingya Muslims say goodbye to their own after boat capsizes,0,0
Tanzania closes third newspaper since June as part of media crackdown,0,0
Spanish court orders Google to delete app used for Catalan independence vote,0,0
International air ban over Iraqi Kurdistan comes into effect,0,0
Merkel Macron pledge to lead EU forward post-Brexit,0,0
Talks on future EU-UK ties before divorce settled would weaken EU: Macron,0,0
Germany s far-right AfD has more immigrant MPs than Merkel s conservatives,0,0
Only miracles can move Brexit talks forward by October EU tells Britain,0,0
Plague outbreak in Madagascar kills 20: WHO,0,0
Germany s Merkel to name aide Altmaier as stand-in finance minister: sources,0,0
Germany s FDP look to fill Schaeuble s big shoes,0,0
Anti-Mugabe pastor acquitted in Zimbabwe of public violence charges,0,0
Turkish measures against Northern Iraq won t target civilians PM says,0,0
Macron says there is EU consensus for new reforms,0,0
Merkel wants clear line on eurozone reform in German coalition talks,0,0
The pope is writing a document on fake news - and that s the truth,0,0
U.N. aims to open Libyan transit center early next year - senior official,0,0
Islamic state claims suicide bombing near Kabul mosque: Amaq,0,0
Greece considers extradition of bitcoin fraud suspect wanted by U.S. and Russia,0,0
U.S. military aircraft crashes in Syria injuring two: officials,0,0
