title,label,Prediction
Nếu thấy thứ này thò lên ngoài vườn nhà đừng chạm vào mà hãy chạy nhanh khi còn có thể,1,1
Vừa rời giường bệnh chưa bao lâu ai nấy chết ngất khi bắt gặp Trần Sơn đang làm việc kinh dị này,1,1
Khiếp sợ với chiếc mũi biến dạng kinh dị người đàn ông khiến cả phòng phẫu thuật ám ảnh khi vừa chạm kéo là cảnh tượng…,1,0
Vén quần thấy giun bò lúc nhúc trong bắp chân tới bệnh viện mới ói mửa khi biết sự thật bên trong,1,1
Đêm nào cũng thấy vợ biến mất đặt camera ẩn chồng phát hiện hành động quá kinh hoàng,1,1
Thích dạng háng check-in cho thoáng thiếu nữ khiến bạn bè đứng hình khi thấy thứ kinh dị lòi ra,1,1
Nhận xăm chỗ kín cho thiếu nữ tái mặt vì thấy điều kinh dị khiến anh thợ muốn hộc máu mồm,1,1
Nghiện xăm mình thiếu nữ khóc ngất khi nhìn thấy cánh tay mình sau vài ngày đi xóa,1,1
Mẹ già báo mộng nó ăn hết rồi con cháu cải mộ sau 3 năm khóc ngất khi thấy cảnh này,1,1
Hẹn hò người thương nơi sân trường nam sinh khóc thét cầm dép bỏ chạy khi thấy thứ này lòi ra từ vòng 3 thiếu nữ,1,1
Võ sư 60 tuổi tay không đánh bại hàng trăm giang hồ Sài Gòn,1,1
Bủn rủn chân tay khi lỡ chạm tay vào hàng triệu chiếc răng mọc chi chít trên da thịt người đàn ông,1,1
Liên tục được con trai báo mộng bà mẹ kinh hãi khi nhìn thấy cảnh tượng khi thăm mộ con,1,0
Ai cũng chăm chú tưởng biển số xe có điều gì khủng khiếp sốc nặng khi biết sự thật lại là…,1,1
Chuyện li kì người phụ nữ cứu rắn hổ chúa và bầy rắn hổ tìm đến nhà để…,1,1
Chỉ vài giây dừng chờ đèn đỏ người đàn ông này đã khiến cả quốc gia khóc thét khi tìm thấy điểm rùng rợn lấp ló trong áo,1,1
Người cha thú tính mang bệnh HIV vẫn c.ưỡng h.iếp con gái,1,0
Chữa hết bệnh câm cho vợ người chồng cay đắng nhìn vợ ra đi tìm cuộc sống mới vì lý do tưởng chỉ có trong phim,1,1
