Title,True Label,DT Prediction,NB Prediction,RFC Prediction,SVM Prediction
Tin tức pháp luật mới nhất ngày 10/9: CSGT đón lõng bắt nghi can trộm xe máy,0,0,0,0,0
Khi qua đường giao nhau thứ tự xe được quyền ưu tiên đi trước cụ thể như nào?,0,0,0,0,0
Khởi tố đối tượng cướp tài sản ở cửa hàng tiện lợi,0,0,0,0,0
Phát hiện đối tượng vận chuyển số lượng lớn động vật hoang dã trái phép,0,0,0,0,0
Lẻn vào bệnh viện để trộm cắp tài sản,0,0,0,0,0
Vụ mẹ chồng con dâu cầm đầu đường dây tổ chức mại dâm: Gái bán dâm bị ép nộp phế khủng,0,0,0,0,0
Vụ nữ chủ quán nước mía bị sát hại ở Đà Nẵng: Hé lộ nguyên nhân,0,0,0,0,0
Triệt phá đường dây lừa đảo xuyên quốc gia đặt trụ sở tại Campuchia,0,0,0,0,0
Khởi tố Phó Chánh án TAND huyện ở Gia Lai về tội nhận hối lộ,0,0,0,0,0
Bắt nam thanh niên dùng video nhạy cảm ép người yêu cũ đưa 10 triệu đồng,0,1,0,0,0
Vụ xe tải cán qua người đàn ông ở Đồng Nai: Khởi tố tài xế,0,0,0,0,0
Vụ nữ sinh phát hiện camera quay lén trong phòng tắm: Công an xác minh,0,0,0,0,0
Bắt người đàn ông đi uống rượu về đánh cháu ruột tử vong,0,0,0,0,0
Vụ giải cứu 11 bé gái bị ép làm nô lệ tình dục : Lời khai của các đối tượng,0,0,0,0,0
Vụ bạo hành trẻ em tại Mái ấm Hoa Hồng : Cha mẹ những đứa trẻ là ai?,0,0,0,0,0
Bi kịch tình-tiền: Giá đắt cho thiếu phụ cuồng yêu phóng hoả trả thù tình nhân,0,0,0,0,0
Kẻ tống tiền bằng clip nhạy cảm tiếp tục bị truy tố vì chiếm đoạt 1.200 camera,0,0,0,0,0
Khởi tố đối tượng gây rối trật tự công cộng,0,0,0,0,0
Tin tức pháp luật mới nhất ngày 9/9: Bắt kẻ lừa đảo chiếm đoạt 450 triệu đồng,0,0,0,0,0
Tạm giữ thanh niên ngáo đá cầm hung khí cố thủ trong nhà hơn 22 giờ,0,0,0,0,0
Triệt phá đường dây mua bán người dưới 16 tuổi liên tỉnh,0,0,0,0,0
Vụ 3 mẹ con tử vong trên cao tốc Cam Lộ - La Sơn: Tài xế vượt ẩu lĩnh bao nhiêu năm tù?,0,0,0,0,0
Diễn biến mới vụ bé gái 14 tuổi bị mẹ ép bán cái ngàn vàng,0,0,0,0,0
Vụ người phụ nữ ngồi trên nắp capo xe ô tô ở Bình Dương : Diễn biến mới,0,0,0,0,0
Vụ 3 đôi nam nữ mua bán dâm tại khách sạn ở Bình Thuận: Lộ diện 2 tú bà,0,1,0,0,0
Điều tra vụ án mạng tại vựa thanh long 1 người chết 1 người bị thương,0,0,0,0,0
Vụ hỗn chiến khiến nam sinh 16 tuổi tử vong ở Hà Nội: Hé lộ nguyên nhân,0,0,0,0,0
Ô tô bị cây đổ đè do bão số 3 có được công ty bảo hiểm đền bù?,0,0,0,0,0
Lý do một Bí thư xã ở Ninh Bình bị bắt tạm giam,0,0,0,0,0
Xác minh việc 2 tài xế ô tô đánh nhau trên Quốc lộ 51,0,0,0,0,0
Vụ bạo hành trẻ em tại Mái ấm Hoa Hồng : Thứ trưởng Bộ LĐTB&XH thông tin,0,0,0,0,0
Vào đất liền tránh bão đối tượng truy nã đặc biệt bị bắt sau 23 năm bỏ trốn,0,0,0,0,0
Công an Hà Đông chủ động ứng phó bão số 3 đảm bảo an toàn giao thông,0,0,0,0,0
Gần 5000 cán bộ chiến sĩ công an tỉnh Quảng Ninh căng mình tham gia ứng phó với cơn bão số 3,0,0,0,0,0
Cãi nhau với vợ người chồng nghi ngáo đá kề mã tấu vào cổ dọa tự sát,0,0,0,0,0
Vụ trẻ 5 tuổi khuyết tật bị bạo hành tử vong:Thủ phạm là người không bình thường,0,0,0,0,0
Bắt quả tang nhân viên xông hơi Tây Thi New kích dục cho khách chủ khai gì?,0,0,0,0,0
Bắt giữ đối tượng khống chế cháu bé hơn 1 tuổi làm con tin do mâu thuẫn,0,0,0,0,0
Người phụ nữ trung niên làm điều mờ ám cùng nhiều dân chơi xăm trổ,0,0,0,0,0
Thế giới ngầm mại dâm 4.0 (Kỳ 6): Chiêu tuyển đào đặc biệt của tú bà 9X tốt nghiệp ĐH Luật,0,0,0,0,0
Tin tức pháp luật mới nhất ngày 7/9: Bắt đối tượng lừa đảo chiếm đoạt tiền tỷ,0,0,0,0,0
Bắt tạm giam nguyên Giám định viên Trung tâm giám định pháp y tỉnh Sơn La,0,0,0,0,0
Xử lý 9 quái xế vi phạm giao thông ở Hải Phòng,0,0,0,0,0
Dính bẫy lừa đảo làm căn cước online một phụ nữ tại Hà Nội mất 900 triệu đồng,0,0,0,0,0
Bắt kẻ trộm sau sự cố mất điện ở xưởng đá,0,0,0,0,0
Phát hiện quán karaoke hoạt động trái phép ở Hải Phòng,0,0,0,0,0
Vụ thi thể đôi nam nữ trôi trên sông Hồng: Chủ tịch xã nói gì?,0,0,0,0,0
Xét xử vụ Vạn Thịnh Phát giai đoạn 2: Bà Trương Mỹ Lan bị truy tố các tội nào?,0,0,0,0,0
Khởi tố thêm nhiều lãnh đạo nguyên lãnh đạo 1 xã ở Nam Định,0,0,0,0,0
Vì sao con gái ông Trần Quí Thanh được giảm 9 tháng tù?,0,0,0,0,0
Triệt phá boong ke ma túy do nữ quái 51 tuổi cầm đầu,0,0,0,0,0
Tạm giữ yêu râu xanh đưa bé gái 14 tuổi về nhà quan hệ tình dục ở Bắc Giang,0,0,0,0,0
Vụ bạo hành trẻ em tại Mái ấm Hoa Hồng : Danh tính 2 bảo mẫu vừa bị bắt,0,0,0,0,0
Vĩnh Phúc: Phát hiện cơ sở sản xuất bánh trung thu không đảm bảo vệ sinh,0,0,0,0,0
Truy tìm đối tượng giật 450 tờ vé số của cụ bà tại Buôn Ma Thuột,0,0,0,0,0
Vụ nổ súng ở Đồng Nai: Người chồng tử vong,0,0,0,0,0
Dụ dỗ nữ sinh lớp 7 vào nhà nghỉ yêu rồi quay clip nóng thanh niên nhận kết đắng,0,0,0,0,0
Bắt nhóm thanh niên cầm hung khí đi dạo gặp ai không vừa mắt là đánh,0,0,0,0,0
Ông Trần Quí Thanh xin xem xét lại tội danh vì cho rằng không chiếm đoạt tài sản,0,0,0,0,0
Khởi tố 2 đối tượng cho vay lãi nặng liên tỉnh với lãi suất lên đến 386%/năm,0,0,0,0,0
Bi kịch tình- tiền: Rợn người với kịch bản sát hại người tình đồng tính của gã giác hơi dạo,0,0,0,0,0
Thủ đoạn giả danh CSGT Công an Hà Nội xử phạt vi phạm giao thông,0,0,0,0,0
Vừa ra tù người đàn ông đã rủ bạn gái mở đại lý ma túy để khởi nghiệp,0,0,0,0,0
Vụ Tổ phó Tổ bảo vệ an ninh bị chém tử vong: Công an Tuyên Quang thông tin,0,0,0,0,0
Vụ Tổ phó Tổ bảo vệ an ninh bị chém tử vong ở Tuyên Quang: Hé lộ nguyên nhân,0,0,0,0,0
Tin tức pháp luật mới nhất ngày 6/9: Mẹ bị cướp khi đang chở con đi khai giảng,0,0,0,0,0
Chủ Mái ấm Hoa Hồng nghiên cứu đối phó đoàn kiểm tra rất tinh vi,0,0,0,0,0
Bắt 2 đối tượng lẻn vào bệnh viện trộm cắp tài sản,0,0,0,0,0
Truy nóng nhóm tội phạm 10X gây án tại cửa hàng điện thoại,0,0,0,0,0
Xử lý người đàn ông tán phát tin giả tin sai sự thật ở Hà Nội,0,0,0,0,0
Bộ đôi chém gió lừa đảo chiếm đoạt 5 tỷ đồng và 40.000 USD để chạy dự án,0,0,0,0,0
Thông tin mới nhất vụ nam thanh niên sát hại cô gái dẫn đi xem phòng trọ tại Hà Nội,0,0,0,0,0
Vụ bạo hành trẻ em ở Mái ấm Hoa Hồng : Lời khai bất ngờ của bảo mẫu,0,0,0,0,0
Vụ bé trai 5 tuổi khuyết tật tử vong bất thường ở Gia Lai: Tử vong ngoại viện,0,0,0,0,0
Triệt phá ổ nhóm chuyên đóng vai người mua kẻ bán để lừa đảo chiếm đoạt tài sản,0,0,0,0,0
Đánh sập ổ nhóm đánh bạc hơn 10 triệu USDT thu giữ nhiều siêu xe,0,0,0,0,0
Bạo hành tại Mái ấm Hoa Hồng : Danh tính 5 bảo mẫu đánh trẻ không thương tiếc,0,0,0,0,0
Nhóm đối tượng thuê ô tô tự lái từ Thanh Hóa ra Ninh Bình để trộm cắp,0,0,0,0,0
Cho vay nặng lãi với giá cắt cổ nam thanh niên bị tạm giữ hình sự,0,0,0,0,0
Giết người do mâu thuẫn trong tiệc sinh nhật 2 nam thanh niên lĩnh 18 năm tù,0,0,0,0,0
Bị truy nã ở Việt Nam nam thanh niên trốn ra nước ngoài rồi tiếp tục gây án,0,0,0,0,0
Vụ cầm dao chém 3 người bị thương rồi về nhà cố thủ: Bất ngờ nguyên nhân gây án,0,1,0,0,0
Vụ người nước ngoài bị đâm tử vong ở Bình Dương: Hé lộ nguyên nhân,0,0,0,0,0
Vụ bạo hành trẻ em ở Mái ấm Hoa Hồng : Chuyên gia pháp lý phân tích thế nào?,0,0,0,0,0
Vụ bạo hành ở Mái ấm Hoa Hồng nghi trục lợi từ thiện: Mẹ Hương từng đánh bóng tên tuổi ra sao?,0,0,0,0,0
Lật tẩy hành tung mờ ám sau giờ làm của gã công nhân ở Đà Nẵng,0,0,0,0,0
Vụ bạo hành ở Mái ấm Hoa Hồng : Tạm giữ bà Giáp Thị Sông Hương và các bảo mẫu,0,0,0,0,0
Thế giới ngầm mại dâm 4.0: Cơ trưởng hàng không làm trùm đường dây hotgirl đi khách đại gia,0,1,0,0,0
Vụ nhận hối lộ trung tâm đăng kiểm: Chia tiền qua nhóm Tí tách mỗi ngày,0,0,0,0,0
Sang nhà người thân ăn cơm cô gái trẻ tiện tay lấy hơn 190 triệu đồng,0,0,0,0,0
Xử phạt 2 người phụ nữ dùng mạng xã hội xúc phạm ban quản lý chợ ở Quảng Ninh,0,0,0,0,0
Bắt giữ đối tượng trộm cắp tài sản,0,0,0,0,0
Khởi tố vụ án hình sự sản xuất hàng giả mật ong tại Công ty TNHH Ong Hòa Bình,0,0,0,0,0
Quyết liệt ngăn chặn thanh thiếu niên tụ tập gây mất trật tự ở Quảng Ninh,0,1,0,0,0
Hé lộ kế hoạch đi cướp máy Pod manh động của 3 thanh thiếu niên Hà Nội,0,0,0,0,0
Khởi tố thêm tội danh với nữ cựu Giám đốc Công ty Bất động sản ở Hải Phòng,0,0,0,0,0
Tin tức pháp luật mới nhất ngày 5/9: Lừa bán đất chiếm đoạt hơn 23 tỷ đồng,0,0,0,0,0
Ô tô chạy quá tốc độ 13km/h bị phạt bao nhiêu tiền?,0,0,0,0,0
Ninh Bình: Phát hiện buộc tiêu huỷ 288 bánh trung thu nhập lậu,0,0,0,0,0
Sau 6 năm lẩn trốn đối tượng có 5 lệnh truy nã sa lưới,0,0,0,0,0
Truy nã đối tượng cố ý gây thương tích ở Thái Bình,0,0,0,0,0
Sau cuộc điện thoại người phụ nữ Hà Nội mất 700 triệu đồng trong tài khoản,0,0,0,0,0
Bảo mẫu bạo hành bé trai 6 tháng tuổi dẫn đến tử vong lĩnh án,0,0,0,0,0
Vụ thanh niên đâm người đàn ông ngoại quốc tử vong: Công an Bình Dương thông tin,0,0,0,0,0
Đối tượng vận chuyển 15 bánh heroin dùng hung khí chống trả cảnh sát quyết liệt,0,0,0,0,0
Vụ bạo hành trẻ em ở Mái ấm Hoa Hồng : Sở LĐ-TB&XH TP.HCM thông tin,0,0,0,0,0
Bộ Công an thông tin về tình hình tội phạm trong kỳ nghỉ 2/9,0,0,0,0,0
Vụ thiếu nữ 15 tuổi bị sát hại ở Bình Dương: Hành động đáng sợ của nghi phạm,0,0,0,0,0
Vụ bạo hành trẻ em ở Mái ấm Hoa Hồng : Chủ cơ sở khai gì?,0,0,0,0,0
Đu trend tiktok 2 thiếu niên ở Hà Giang bị triệu tập,0,0,0,0,0
Vụ thiếu nữ 15 tuổi bị sát hại ở Bình Dương: Tình tiết bất ngờ,0,0,0,0,0
Vụ tài xế xe tải nghi cố tình cán chết người: Diễn biến mới nhất,0,0,0,0,0
Bộ Công an: Nhiều trẻ em trong độ tuổi từ 13-15 nghiện ma túy,0,0,0,0,0
Bí mật của đôi bạn tù trên chiếc xe bán tải di chuyển khắp nơi,0,0,0,0,0
Vụ bạo hành trẻ ở Mái ấm Hoa Hồng : Xót xa cảnh trẻ bị đánh không thương tiếc,0,0,0,0,0
Vụ nghi bạo hành tại Mái ấm Hoa Hồng: Thu hồi giấy phép hoạt động,0,0,0,0,0
Bộ Công an đề nghị khẩn trương điều tra vụ án tại đặc khu Tam Giác Vàng,0,0,0,0,0
Vụ nghi bạo hành tại Mái ấm Hoa Hồng: Chủ tịch quận lên tiếng,0,0,0,0,0
Mức phạt ô tô không có đủ hệ thống hãm khi tham gia giao thông,0,0,0,0,0
Vụ bé gái 11 tuổi bị hàng xóm dâm ô: Khởi tố yêu râu xanh,0,0,0,0,0
Vụ bạo hành trẻ em ở Mái ấm Hoa Hồng : Lãnh đạo TP.HCM yêu cầu xử lý nghiêm,0,0,0,0,0
Vụ nghi bạo hành ở Mái ấm Hoa Hồng : Tiết lộ bất ngờ,0,0,0,0,0
Thủ tục bấm biển xe ô tô như thế nào?,0,0,0,0,0
Vụ bạo hành trẻ em ở Mái ấm Hoa Hồng : Hàng xóm tiết lộ sốc về các bảo mẫu,0,0,0,0,0
Vụ thiếu nữ 15 tuổi bị sát hại ở Bình Dương: Hé lộ nguyên nhân,0,0,0,0,0
Bị mắng vì lao vào ô tô nam thanh niên đâm người đàn ông ngoại quốc tử vong,0,0,0,0,0
Bi kịch tình- tiền: Kẻ thủ ác ra tay tàn độc phi tang xác người tình hơn 8 tuổi xuống cống,0,0,0,0,0
Lật tẩy bí mật của người đàn ông lúc rạng sáng,0,0,0,0,0
Mức phạt đối với hành vi đội mũ bảo hiểm kém chất lượng?,0,1,0,0,0
Vụ nghi nhiều trẻ em bị bảo mẫu bạo hành trong mái ấm ở TP.HCM: Công an vào cuộc,0,0,0,0,0
Vụ thiếu nữ 15 tuổi bị sát hại ở Bình Dương: Nghi phạm làm gì sau khi gây án?,0,0,0,0,0
Bảo mẫu bạo hành khiến bé trai 6 tháng tuổi tử vong hầu tòa,0,0,0,0,0
Truy nóng hành vi manh động của đối tượng cộm cán trên tỉnh lộ 427,0,0,0,0,0
Chặt hạ gỗ quý vùng lõi Vườn quốc gia Xuân Sơn 7 đối tượng bị khởi tố,0,0,0,0,0
Bắt tạm giam nam nhân viên kế toán tham ô tài sản ở Bắc Giang,0,0,0,0,0
Công an Hà Giang thông tin vụ hàng chục quái xế tổ chức offline trong ngày 2/9,0,0,0,0,0
Điều tra vụ thanh niên sát hại bạn gái rồi ôm bình gas cố thủ trong phòng trọ,0,0,0,0,0
Xe ô tô 5 chỗ chở 8 người vượt chốt công an tại Biên Hòa trên xe có chứa ma túy,0,0,0,0,0
Vụ lừa đảo gần 300 tỷ đồng ở Hải Phòng: Công an tìm bị hại,0,0,0,0,0
Lai Châu: Hỗn chiến giữa 2 nhóm thanh thiếu niên 2 người thương vong,0,0,0,0,0
Hà Nội: Bắt giữ đối tượng truy nã đặc biệt nguy hiểm,0,0,0,0,0
Lào Cai: Phát hiện xử lý 792 kg khí cười N2O không rõ nguồn gốc xuất xứ,0,0,0,0,0
Vụ nữ chủ nhà bị hiếp dâm cướp dây chuyền vàng ở Hà Nội: Lời khai của yêu râu xanh,0,0,0,0,0
Biển số định danh có bắt buộc không?,0,0,0,0,0
Thế giới ngầm mại dâm 4.0 (Kỳ 4): Cú đáp khẩn cấp vào vòng lao lý của tú bà từng bay trên mây,0,0,0,0,0
Xử lý nam thanh niên lái xe máy bằng chân ở Hà Tĩnh,0,0,0,0,0
Nguyên Chủ tịch HĐQT kiêm Tổng Giám đốc Công ty Cổ phần Thuốc lá và Thực phẩm Bắc Giang bị bắt,0,1,0,0,0
Tin tức pháp luật mới nhất ngày 3/9: Bắt 3 đối tượng sử dụng trái phép ma túy,0,0,0,0,0
Lừa cung cấp dịch vụ đọc trộm tin nhắn hai đối tượng lừa đảo hàng chục người,0,0,0,0,0
Bất ngờ danh tính tài xế tông tử vong cụ bà nhặt rác ở Bắc Giang,0,0,0,0,0
Thực hư hình ảnh Trang Nemo được ra tù,0,0,0,0,0
Bị cự tuyệt tình cảm nam thanh niên đâm tình cũ trọng thương,0,0,0,0,0
Phát hiện người đàn ông bị cây đè tử vong trong rừng bảo tồn,0,0,0,0,0
Hà Nội: Liên tiếp xử lý các cơ sở kinh doanh bóng cười tại quận Hoàn Kiếm,0,0,0,0,0
Bắt giữ người đàn ông đâm hàng xóm trọng thương rồi bỏ trốn,0,0,0,0,0
Thông chốt nam thiếu niên 16 tuổi tông thiếu tá công an trọng thương,0,0,0,0,0
Người đàn ông Nga tử vong nghi rơi từ tầng cao ở trung tâm Nha Trang,0,0,0,0,0
Hành trình truy bắt đối tượng trốn truy nã 30 năm,0,0,0,0,0
Hẹn nhau nói chuyện một thanh niên bị đâm tử vong,0,0,0,0,0
Cần tiền tiêu xài bố dượng đưa ma túy cho con riêng của vợ để mang đi bán,0,0,0,0,0
Nữ nhân viên phiên dịch nâng khống hóa đơn chiếm đoạt hơn 3 tỷ đồng ở Bắc Giang,0,0,0,0,0
Bắt cặp vợ chồng thuê trọ ở Phú Yên nuôi 11 cô gái làm mại dâm,0,1,0,0,0
Dính 2 lệnh truy nã vẫn gây ra hàng loạt vụ lừa đảo chiếm đoạt tiền tỷ,0,0,0,0,0
Vụ bắt ông trùm điều hành gái mại dâm ở Hà Nội: Tiết lộ mức giá gây sốc,0,0,0,0,0
Bắt đối tượng mua bán trái phép 18.000 tài khoản ngân hàng,0,0,0,0,0
Bắt nhóm đối tượng tạt sơn khủng bố đòi nợ thuê ở TPHCM,0,0,0,0,0
CSGT có được dừng xe khi không vi phạm pháp luật giao thông đường bộ,0,0,0,0,0
Bí mật bên trong nhà nghỉ tố cáo những bữa tiệc ma túy xuyên đêm,0,0,0,0,0
Vĩnh Phúc: Thuê nhà làm địa điểm tổ chức tiệc ma túy,0,0,0,0,0
Bình Phước: Tạm giữ tài xế xe container cán tử vong hai dì cháu,0,0,0,0,0
Lào Cai: Phát hiện xử lý 792 kg khí cười không rõ nguồn gốc xuất xứ,0,0,0,0,0
Khởi tố đối tượng dùng điếu cày tấn công công an ở Phú Thọ,0,0,0,0,0
Vụ va chạm khiến 2 người thương vong ở Long An: Truy tìm tài xế ô tô,0,0,0,0,0
Lật tẩy bí mật trong chiếc ô tô 7 chỗ liên tục di chuyển tại Vũng Tàu,0,0,0,0,0
Điều tra vụ bà cụ bị ô tô chèn qua người khi đang nhặt rác ở Bắc Giang,0,0,0,0,0
Chân tướng ông trùm chuyên điều hành gái mại dâm trên mạng ở Hà Nội,0,0,0,0,0
Mới ra tù đã xông vào nhà một phụ nữ hiếp dâm cướp dây chuyền vàng,0,0,0,0,0
Phát hiện tàu hút cát trái phép tại Thái Bình,0,0,0,0,0
Lợi dụng được hoãn chấp hành án nữ quái trốn sang Campuchia,0,0,0,0,0
Khởi tố nam thanh niên đóng giả xe ôm công nghệ mang ma tuý đi bán,0,0,0,0,0
Mức phạt đối với xe ô tô chở quá số người theo quy định,0,1,0,0,0
Xử lý đối tượng mang 6 tiền án vẫn liều lĩnh đi trộm cắp tài sản,0,0,0,0,0
Ngăn chặn kịp thời vụ giả danh công an lừa đảo chiếm đoạt tài sản của cụ bà 82 tuổi,0,0,0,0,0
Phạt nguội gần 16.000 trường hợp vi phạm giao thông ở Thanh Hóa,0,0,0,0,0
Điều tra nhóm nam thanh nữ tú tụ tập mang theo phóng lợn đi tìm đối thủ,0,0,0,0,0
Vụ chồng hành hung vợ trọng thương ở Hà Nội: Có thể do mâu thuẫn gia đình,0,0,0,0,0
Thông tin mới nhất vụ gần 60 thanh thiếu niên hỗn chiến ở Tây Ninh,0,0,0,0,0
Vác dao chém bạn nhậu vì xin thanh toán tiền về trước nhưung không được,0,0,0,0,0
Tin tức pháp luật mới nhất ngày 1/9: Truy xét nhanh nhóm đối tượng cướp tài sản,0,0,0,0,0
Danh tính nhóm kẻ gian mà như đại gia lái 2 ô tô 7 chỗ đi trộm gần 200 quả sầu riêng,0,0,0,0,0
135 bị cáo trong đường dây cho vay lãi nặng ghép ảnh đồi trụy để đòi nợ lĩnh án,0,0,0,0,0
Vụ mua bán người dưới 16 tuổi hoạt động khiêu dâm: Hiện trường có gì gây chú ý?,0,0,0,0,0
Triệt phá đường dây chuyên ship ma túy qua xe khách từ Hà Nội về Hòa Bình,0,0,0,0,0
Nghẹt thở truy bắt nhóm đối tượng manh động vờ mua cỏ Mỹ để cướp tài sản ở Huế,0,0,0,0,0
Bí mật của 2 cặp đôi nam nữ trong phòng khách sạn ở Quảng Ninh,0,1,0,0,0
Bắt đối tượng cõng 15 bánh heroin từ biên giới về xuôi để lấy tiền công,0,0,0,0,0
