Title,True Label,DT Prediction,NB Prediction,RFC Prediction,SVM Prediction
SAY WHAT?! NY PUBLIC School Students Pledge Allegiance To An INTERNATIONAL FLAG?,1,1,1,1,1
WHY THIS AMERICAN Feels Safer With An ISIS Flag Than A Confederate Flag On His Front Porch,1,1,1,1,1
Hillary Supporters Explained In 6 BRUTAL Photos,1,1,1,1,1
MEDIA FREAK OUT! Watch MSNBC Cut Mic Of Black Trump Supporter…Mention Bogus KKK Scandal 6 TIMES In 3 Minute Segment,1,1,1,1,1
[VIDEO] DEAF Team USA Athlete SEXUALLY ASSAULTED By Leftist Thug Protestors…Guess Who POLICE Threatened To Arrest?,1,1,1,1,1
BREAKING: WHY DR BEN CARSON Will Exit Presidential Race,1,1,1,1,1
DEAR RNC: An Everyday American Writes A Letter To Explain The Trump Phenomenon,1,1,1,1,1
DELEGATES FOR DUMMIES: How They’re Awarded…And How Many Your Candidate Needs To Win [VIDEO],1,1,0,1,0
WHAT’S SO WRONG WITH TRANSGENDER BATHROOMS? This Guy Has The Awesome Answer!,1,1,1,1,1
FOX NEWS FREEFALL? BILL O’REILLY Loses Kids For Allegedly Choking Wife…Trump Hater Megyn Kelly Swims In Hollywood Cesspool,1,1,1,1,1
MASS EXODUS FROM DEMOCRAT Party In Liberal Massachusetts…TRUMP Effect?,1,1,1,1,0
HOLY CASH COW! Check Out How Much Wall Street Funneled Into HILLARY’s Foundation/Slush Fund,1,1,0,1,1
Obama LIES To French Reporter America One Of Largest Muslim Countries In The World [VIDEO],1,1,1,1,1
THE OBAMA PROJECT …Does Barack Have Secret Plans To Punish White America After He Leaves Office?,1,1,0,1,1
OOPS! Did The Media Think Voters Would Forget About HILLARY’S FRIEND and MENTOR Late KKK Leader Robert Byrd? [VIDEO],1,1,1,1,1
WATCH: REPORTER GRABS THROAT Of Secret Service Agent At TRUMP Rally…Gets Smacked Down,1,1,1,1,1
LISTEN TO HILLARY LAUGH…As She Recalls Helping Suspected Child Rapist Walk Free [VIDEO],1,1,1,1,1
DID BEYONCE AND JAY Z’s Vacation To Communist Cuba Set Stage For Obama To Pardon Fugitive Black Panther Cop Killer?,1,1,1,1,1
BEST 10 SECONDS OF YOUR DAY: Watch Al Sharpton Say He’ll Leave The U.S. If Trump Is Elected,1,1,1,1,1
HILLARY USES Fake Accent In Victory Speech To ATTACK POLICE…Wants To Build On Record And Accomplishments Of President Obama,1,1,1,1,1
Man Who Vandalized Mosque Placed Bacon On Door Looking At Possible Life Sentence,1,1,1,1,1
POPULAR ACTOR TRAVELS TO Calais Jungle To Garner Sympathy For Migrants …Refugees Attack Them…Beat Them Up…Steal Their Phones,1,1,1,1,1
WHY AMERICANS SHOULD Care That Facebook’s CEO Is Threatening Users Against Muslim Refugee Hate Speech,1,1,1,1,1
INFLUENTIAL HOLLYWOOD LEFTIST Looks Forward To Racist Comedian Chris Rock’s SMACK DOWN Of Whites At Oscars,1,1,1,1,1
CONGRESS JUST DEALT A BIG BLOW To Obama And His Favorite Terror Group [VIDEO],1,1,0,1,1
#FeelTheBern: GUY WHO WANTS TO CLEAN UP CORRUPTION In D.C. Accepts Thousands Of ILLEGAL Campaign Contributions,1,1,0,1,0
MAINSTREAM MEDIA STANDS DOWN: Fire Alarm Pulled During Conservative When Diversity Becomes a Problem Speech…150+ FREE SPEECH TERRORISTS Threaten Block Fellow Students [VIDEO],1,1,1,1,1
MACHETE ATTACKER Mohamed Barry Was Living In U.S. On Green Card [VIDEO],1,1,1,1,1
FACEBOOK’S CEO Threatens Employees To Not Express Views That Oppose His: Stop Replacing Black With All Lives Matter,1,0,1,1,1
ALL HELL IS ABOUT TO BREAK LOOSE Between European Vigilante Group Soldiers Of Odin And ISIS Inspired Soldiers Of Allah,1,1,1,1,1
WATCH: Shocking Number Of Swedish Citizens WALK BY GIRL BEING RAPED By Middle Eastern Man In Car [VIDEO],1,1,1,1,1
BUSTED! BLACK PROTESTER CAUGHT Dressing In KKK Garb Pretending To Be Trump Supporter,1,1,1,1,1
NEW Fair Share App EQUIPAY Allows Users To Split Restaurant Bill Between Guests Based On Gender Sex and Race,1,1,1,1,1
MELANIA TRUMP IN RARE ONE-ON-ONE INTERVIEW: Watch Her DESTROY Leftist MSNBC Hack On Immigration… I Followed The Law!,1,1,1,1,1
SHARIA LAW GRANTS MUSLIM MAN Permission To Marry 8 Year Old [VIDEO],1,1,1,1,1
WHITE GUILT IDIOCY: Oscar Nominee EMBARRASSED To Be Part Of Hollywood Whitewashing,1,1,1,1,1
SNARKY HILLARY AIDE EMBARRASSED BY Inconvenient Fact About Judge Who’s Forcing Hillary To Testify Under Oath [VIDEO],1,1,1,1,1
MASS IMMIGRATION ISLAMIZATION VIOLENCE TEAR EU APART: Norwegian And Swiss Army Chiefs Prepare For Civil War [VIDEO],1,1,0,0,0
TEACHERS GIVE STUDENTS OUTRAGEOUS Religious Ed Assignment: Write Letter To Parents Saying You’ve Converted To Islam,1,0,1,1,1
MUSLIM MIGRANT WOMAN CAUGHT SPITTING On Angry Germans Swarming Around Bus At Asylum Center [VIDEO],1,1,1,1,1
GA SUPREME COURT Denies KKK Right To Adopt A Highway …While IL City Unanimously Proudly Names Street After Black Panther,1,1,1,1,1
LEFTIST PROTESTOR CUTS ELECTRICITY To Trump Rally…Trump’s EPIC Response Proves The Left Can’t Defeat Him,1,1,1,1,1
HOLY WIDOWS AND ORPHANS! Over 5 000 ISIS Trained Jihadi’s Living Freely In Europe,1,1,0,1,1
NOT SO FUNNY GUY WILL FERRELL Throws His Support Behind Cankles…,1,1,1,1,1
OH CANADA! Why Are You Celebrating World Hijab Day?,1,1,1,1,1
CHILD PORN JIHADI WEBSITES Found On Phone After 12 Year Old Migrant Assaults Foster Parent,1,1,1,1,1
HIPPIE THROWBACK: VIDEO AND PHOTOS Emerge Of Socialist Punk Bernie Sanders Being Cuffed And Arrested,1,1,1,1,1
OBAMA’S AMERICA: CLIVEN BUNDY 4 Others INDICTED… Face Up To 96 YEARS In Prison For 2014 Standoff [VIDEO],1,1,1,1,1
[VIDEO] THEY BURNED DOWN CITIES…14 Yr Old Doused A Non-White Baltimore Business Owner With Lighter Fluid Lit Him On Fire…Barack Obama Thanked Them Yesterday,1,1,1,1,1
WHY MOM EMPLOYED BY DISNEY Is Calling Them Bullies …Voting For Trump To Stand Up To Them,1,1,1,1,1
WOULD YOU LIKE TO LIVE FOR FREE On A Luxury Cruise Ship?…You Only Have To Be A Muslim Refugee To Qualify,1,0,1,1,1
HOW PRESIDENT EISENHOWER Solved The Illegal Immigration Problem In America,1,1,1,1,1
BETTE MIDLER Asks Obama To Release VIOLENT BLACK PANTHERS From Prison…Gets HAMMERED On Social Media,1,1,1,1,1
BLACK LIVES MATTER ORGANIZER Refuses To Meet With Obama And Race Hustlers…Calls Meeting At White House: Sham…Photo-Op…Sound Bite For Obama,1,1,1,1,1
RUSSIAN TV HOST TRASHES MOOCH: Obama’s Spent $74 Million On Vacations…Gives Flint Kids Pregnant Women Who Drank Poison Water $5 Million,1,1,1,1,1
HERE IT IS: List Of Democrat Hypocrites Who Voted To Filibuster GW Bush’s Final Supreme Court Pick,1,1,0,1,1
RACIST RAPPER WHO REFERS To Himself As Yeezus Compares His Dangerous Entertainment Job To U.S. Soldier Or Cop,1,1,1,1,1
HOLY CONTRACEPTION! Pope Francis Tells Latin Americans To Use Condoms… Lesser Of Two Evils,1,0,1,1,0
POPE SHAMES AMERICANS From Mexico For Anti-Immigrant Sentiment…Doesn’t Mention $BILLIONS Taxpayers Give Faith Based Charities To Bring MUSLIM Immigrants To U.S.,1,1,1,1,1
NIKE DROPS CONSERVATIVE BOXER Manny Pacquiao After Condemning Gay Relationships Based On His Religious Beliefs [VIDEO],1,1,1,1,1
HILLARY’S HORRIFYING ANSWER To This Question Might Be The Best Reason EVER To Not Vote For Her [VIDEO],1,1,1,1,1
WHY WOULD OBAMA ALLOW GREEN BERET To Be Discharged For Saving Life Of Young Boy Kept As Sex Slave By Muslim Afghan Police Chief?,1,1,1,1,1
How Loudmouth Musician Who’s $53 Million In Debt Is Using Racism To Promote Himself,1,1,1,1,1
The ISLAMIC RAPE OF EUROPE …One Nation Is Fighting Back In Most Politically Incorrect Way,1,1,1,1,1
DEMOCRAT LAWMAKER Puts Forth Bill Requiring Wife’s Permission For Men To Obtain Viagra Prescription,1,1,1,1,1
QUESTION: Since Paris Terror Attacks How Muslim Refugees Have Arrived In U.S.? How Many Are Christians? [VIDEO],1,1,0,1,1
FACEBOOK USER ARRESTED FOR Offensive Posts About Syrian Refugees: social media abuse will not be tolerated,1,1,1,1,1
BEST DESCRIPTION EVER Of Liberalism In One Paragraph,1,1,1,1,1
SYRIAN REFUGEE Family LIED About BED BUG Infestation To Get Better Housing,1,1,1,1,1
HOOKERS FOR HILLARY: Why They’ve Got Her Back…[VIDEO],1,1,1,1,1
DISTURBING TRUTH ABOUT How The UN Decides Which Muslim REFUGEES Will Be Your New Neighbor [VIDEO],1,1,0,1,1
LOCAL SHERIFF Escorting School Kids Not Allowed To Bring Gun Into Theater,1,1,1,1,1
HERE WE GO AGAIN…GRAMMY AWARDS UNDER FIRE For Not Honoring Enough Dead Black People,1,1,1,1,1
U.S. DEPARTMENT OF EDUCATION: Teachers Should Incorporate Islam In More Subjects,1,1,1,1,1
ENTITLED REFUGEES Taken To Flats In German Town…REFUSED To Get Off Bus…Said They Were Promised A House,1,0,1,1,1
NIGHTMARE SCENARIO: FOX NEWS Reports Obama Can Appoint Supreme Court Justice On Jan 3rd…Could This Be His Final ‘SCREW YOU AMERICA’ Act?,1,1,1,1,1
ONLY HOURS AFTER DEATH Of Supreme Court Justice Scalia Democrats Demand Obama Chooses His Replacement,1,1,0,1,0
UNHINGED LEFTIST Apologizes To Refugees Who Gang Raped Her,1,1,1,1,1
EMAILS SHOW OBAMA’S EPA Planned To Let Flint Residents Drink Poison Water Until 2016,1,0,1,1,1
OUTRAGE AND DESPERATION: VIDEO Captures American Company Telling 1 400 Workers Their Jobs Are Going To Mexico,1,1,0,1,1
THE BEST ANTI-HILLARY AD EVER MADE…You’ll Want To Watch This BRUTAL VIDEO More Than Once,1,1,1,1,1
PREGNANT CHELSEA CLINTON Makes Disturbing Confession About Why She Left Church At 6 Years Old,1,1,1,1,1
MUSLIMS CRITICIZE New State Law That Permanently BANS Sharia Law,1,1,0,1,1
PANERA BREAD CEO 2014: Don’t Bring Your Guns Into Restaurants …UPDATE: Two MD Sheriffs Shot And KILLED In Panera Bread Restaurant,1,1,1,1,1
LILY WHITE MERYL STREEP Explains Why They Don’t Need Minorities On Film Festival Jury: We’re All Africans Really,1,1,1,1,1
DESPERATE PROGRESSIVES ARE LOSING IN GERMANY: Leftist Politician Stabs Himself 17 Times Blames German Right-Wing Extremists,1,1,1,1,1
FEEL THE BERN….How Hillary Walked Away From NH With More Super Delegates Than Sanders,1,1,1,1,1
WHERE WAS GM SECURITY? VALET PARKING ATTENDANT With Gun Saves Life Of Female Stabbing Victim In Massive Tech Facility,1,1,1,1,1
THIRD DEGREE BERN! Why Denmark Is Telling Marxist Bernie Sanders To Stop LYING To Voters,1,1,1,1,1
MEXICO Says They Won’t Build A Wall…Watch Trump Destroy Them With THIS Brilliant Answer [Video],1,1,1,1,1
SHRILLARY GIVES BITTER CONCESSION SPEECH In New Hampshire,1,1,1,1,1
EPIC! CHECK OUT THE T-SHIRTS Two Guys Wore Behind Hillary During A Town Hall,1,1,1,1,1
